City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
adrar,20.5022,-10.0711,97.99,13.0,31.0,9.46,MR,1660645594.0
oussouye,12.485,-16.5469,86.09,71.0,84.0,5.82,SN,1660645594.0
siutu,,,,,,,,
tadine,-21.55,167.8833,75.43,90.0,100.0,21.61,NC,1660645594.0
tasiilaq,65.6145,-37.6368,41.16,69.0,100.0,6.42,GL,1660645594.0
rovaniemi,66.5,25.7167,78.21,53.0,20.0,14.97,FI,1660645594.0
ayan,56.45,138.1667,57.94,87.0,39.0,9.08,RU,1660645594.0
loma bonita,8.3833,-80.1667,76.78,86.0,99.0,3.78,PA,1660645594.0
la rioja,42.25,-2.5,71.38,26.0,89.0,3.83,ES,1660645594.0
constitucion,-35.3333,-72.4167,50.47,83.0,100.0,16.17,CL,1660645594.0
clyde river,70.4692,-68.5914,39.43,100.0,100.0,17.27,CA,1660645595.0
miyako,39.6367,141.9525,76.71,78.0,100.0,8.63,JP,1660645595.0
nguiu,,,,,,,,
tres arroyos,-38.3739,-60.2798,48.13,49.0,94.0,22.73,AR,1660645501.0
bowling green,36.9903,-86.4436,69.73,92.0,0.0,0.0,US,1660645595.0
torbay,47.6666,-52.7314,64.76,92.0,100.0,8.05,CA,1660645595.0
mizdah,31.4451,12.9801,100.11,15.0,49.0,6.85,LY,1660645595.0
zhigansk,66.7697,123.3711,60.06,64.0,100.0,0.72,RU,1660645595.0
san-pedro,4.7485,-6.6363,75.83,79.0,99.0,9.91,CI,1660645595.0
monterey,36.2505,-121.2516,66.51,25.0,0.0,2.57,US,1660645595.0
hambantota,6.1241,81.1185,88.14,74.0,20.0,10.36,LK,1660645596.0
faanui,-16.4833,-151.75,77.09,78.0,70.0,13.33,PF,1660645596.0
oum hadjer,13.2954,19.6966,81.88,63.0,100.0,11.61,TD,1660645596.0
bambous virieux,-20.3428,57.7575,77.25,61.0,20.0,11.5,MU,1660645596.0
kirakira,-10.4544,161.9205,78.84,79.0,5.0,5.99,SB,1660645526.0
tukrah,32.5341,20.5791,85.5,48.0,0.0,10.76,LY,1660645596.0
kazalinsk,,,,,,,,
norman wells,65.282,-126.8329,53.64,100.0,20.0,4.61,CA,1660645596.0
man,7.4125,-7.5538,69.91,99.0,100.0,2.71,CI,1660645596.0
tiksi,71.6872,128.8694,49.08,84.0,66.0,7.76,RU,1660645597.0
tuatapere,-46.1333,167.6833,47.34,87.0,78.0,3.24,NZ,1660645597.0
itanhem,-17.1664,-40.33,66.85,89.0,87.0,2.08,BR,1660645597.0
aklavik,68.2191,-135.0107,51.51,97.0,100.0,1.86,CA,1660645597.0
huntington,38.4193,-82.4452,63.5,96.0,0.0,4.61,US,1660645597.0
savalou,7.9281,1.9756,76.6,79.0,100.0,10.67,BJ,1660645597.0
sandy bay,-42.913,147.3532,50.29,91.0,40.0,9.22,AU,1660645597.0
faya,18.3851,42.4509,80.71,42.0,28.0,7.38,SA,1660645597.0
tiarei,-17.5333,-149.3333,71.62,78.0,100.0,9.01,PF,1660645597.0
lompoc,34.6391,-120.4579,55.81,99.0,100.0,3.44,US,1660645597.0
tucuma,-0.1833,-50.05,75.36,89.0,0.0,4.63,BR,1660645536.0
waipawa,-41.4122,175.5153,51.76,86.0,100.0,5.59,NZ,1660645598.0
durango,24.8333,-104.8333,62.17,71.0,79.0,3.18,MX,1660645598.0
airai,-8.9266,125.4092,60.33,80.0,95.0,3.11,TL,1660645598.0
la ronge,55.1001,-105.2842,64.65,72.0,40.0,5.75,CA,1660645598.0
tifton,31.4505,-83.5085,75.16,90.0,59.0,4.61,US,1660645598.0
malakal,9.5334,31.6605,82.71,68.0,98.0,1.63,SS,1660645598.0
progreso,21.2833,-89.6667,75.31,91.0,0.0,6.93,MX,1660645598.0
sitka,57.0531,-135.33,53.49,94.0,75.0,0.0,US,1660645598.0
xiangxiang,27.7333,112.5333,96.44,46.0,100.0,2.73,CN,1660645598.0
owando,-0.4819,15.8999,94.24,26.0,74.0,3.71,CG,1660645598.0
phan rang,,,,,,,,
tori fatehpur,25.45,79.1333,85.1,68.0,81.0,16.11,IN,1660645599.0
tahoua,14.8888,5.2692,80.58,69.0,75.0,6.91,NE,1660645599.0
tupik,54.4253,119.9327,62.02,93.0,100.0,2.93,RU,1660645599.0
mana,5.6592,-53.7767,75.15,88.0,7.0,2.77,GF,1660645599.0
ozernovskiy,51.5,156.5167,53.87,95.0,100.0,1.79,RU,1660645599.0
la asuncion,11.0333,-63.8628,80.33,94.0,1.0,6.91,VE,1660645599.0
brus laguna,15.75,-84.4833,73.8,93.0,99.0,2.84,HN,1660645599.0
rojhan,28.6868,69.9534,96.24,47.0,96.0,5.88,PK,1660645599.0
madang,-5.2246,145.7966,77.83,80.0,66.0,2.86,PG,1660645599.0
lasa,46.6166,10.7002,74.28,52.0,0.0,3.76,IT,1660645600.0
victoria,22.2855,114.1577,91.18,72.0,4.0,10.0,HK,1660645600.0
muisne,0.6,-80.0333,73.15,82.0,100.0,3.6,EC,1660645600.0
havelock,34.8791,-76.9013,73.38,92.0,20.0,5.75,US,1660645600.0
mackay,-21.15,149.2,54.68,58.0,0.0,5.41,AU,1660645364.0
houma,29.5958,-90.7195,78.8,93.0,0.0,0.0,US,1660645600.0
palabuhanratu,,,,,,,,
esmeraldas,-19.7625,-44.3139,62.71,83.0,0.0,4.63,BR,1660645600.0
san pedro,14.35,121.0167,83.43,76.0,40.0,6.91,PH,1660645600.0
pangai,-19.8,-174.35,74.62,65.0,100.0,31.12,TO,1660645601.0
punta cardon,11.6581,-70.215,80.38,80.0,10.0,16.98,VE,1660645601.0
rockingham,42.9668,-71.0995,61.05,89.0,11.0,3.76,US,1660645601.0
ca mau,9.1769,105.15,85.96,65.0,96.0,10.78,VN,1660645601.0
los llanos de aridane,28.6585,-17.9182,74.95,86.0,20.0,10.36,ES,1660645601.0
mitu,1.1983,-70.1733,68.9,99.0,11.0,1.7,CO,1660645601.0
maykain,,,,,,,,
hovd,48.0056,91.6419,78.93,15.0,50.0,20.22,MN,1660645601.0
maldonado,-34.6667,-54.9167,44.22,62.0,34.0,7.36,UY,1660645601.0
mosquera,4.7059,-74.2302,42.89,100.0,20.0,2.3,CO,1660645602.0
coquimbo,-29.9533,-71.3436,47.93,87.0,0.0,4.61,CL,1660645602.0
zima,53.9202,102.0442,61.83,57.0,65.0,11.25,RU,1660645602.0
veydelevka,50.1521,38.4492,83.86,24.0,100.0,14.18,RU,1660645602.0
bakchar,57.0186,82.0711,48.47,97.0,100.0,6.22,RU,1660645602.0
robertsport,6.7533,-11.3686,75.36,90.0,100.0,21.54,LR,1660645602.0
hamilton,39.1834,-84.5333,64.9,92.0,0.0,1.01,US,1660645412.0
xining,36.6167,101.7667,77.81,51.0,42.0,9.53,CN,1660645602.0
haines junction,60.7522,-137.5108,48.15,76.0,100.0,4.61,CA,1660645602.0
roald,62.5833,6.1333,65.91,94.0,75.0,11.5,NO,1660645603.0
gornyy,55.1153,83.9059,47.12,89.0,100.0,11.23,RU,1660645603.0
haibowan,,,,,,,,
pochutla,15.7432,-96.4661,75.81,93.0,100.0,4.32,MX,1660645603.0
avera,33.194,-82.5271,73.45,95.0,29.0,3.74,US,1660645603.0
champerico,14.3,-91.9167,76.17,89.0,69.0,6.33,GT,1660645603.0
thana,34.6369,72.0739,81.54,72.0,98.0,2.95,PK,1660645603.0
kankavli,,,,,,,,
plettenberg bay,-34.0527,23.3716,67.84,30.0,100.0,2.95,ZA,1660645603.0
mirnyy,62.5353,113.9611,57.24,82.0,99.0,7.0,RU,1660645604.0
tshikapa,-6.4167,20.8,95.72,23.0,62.0,4.34,CD,1660645604.0
whyalla,-33.0333,137.5833,54.09,66.0,4.0,6.67,AU,1660645604.0
bowen,-20.0167,148.2333,66.7,36.0,0.0,9.55,AU,1660645604.0
narsaq,60.9167,-46.05,46.62,99.0,100.0,4.07,GL,1660645604.0
tambul,,,,,,,,
yulara,-25.2406,130.9889,63.66,20.0,0.0,7.87,AU,1660645604.0
vestmannaeyjar,63.4427,-20.2734,50.99,66.0,0.0,8.05,IS,1660645604.0
codrington,-38.2667,141.9667,47.43,85.0,27.0,4.85,AU,1660645604.0
tsihombe,,,,,,,,
tarakan,3.3,117.6333,80.1,83.0,40.0,3.44,ID,1660645605.0
afmadu,,,,,,,,
kampot,10.6167,104.1833,80.65,76.0,74.0,11.88,KH,1660645605.0
kidal,18.4411,1.4078,89.82,39.0,65.0,8.08,ML,1660645605.0
goderich,43.7501,-81.7165,62.91,88.0,11.0,6.91,CA,1660645605.0
poum,-20.2333,164.0167,70.18,94.0,100.0,2.59,NC,1660645605.0
havoysund,70.9963,24.6622,64.63,72.0,100.0,5.77,NO,1660645605.0
auki,-8.7676,160.7034,75.33,84.0,2.0,5.91,SB,1660645605.0
palmer,42.1584,-72.3287,59.18,84.0,0.0,0.0,US,1660645605.0
nizhniy kuranakh,58.8353,125.4869,62.13,79.0,96.0,3.67,RU,1660645451.0
saint-joseph,-21.3667,55.6167,75.58,62.0,7.0,2.71,RE,1660645606.0
temirtau,50.0544,72.9483,70.02,27.0,35.0,15.26,KZ,1660645606.0
dembi dolo,8.5333,34.8,67.66,79.0,88.0,2.46,ET,1660645606.0
malartic,48.1335,-78.1328,53.71,99.0,13.0,4.03,CA,1660645606.0
hvide sande,56.0045,8.1294,79.09,83.0,20.0,10.36,DK,1660645606.0
voyvozh,62.892,54.9635,65.46,35.0,9.0,9.31,RU,1660645606.0
port-gentil,-0.7193,8.7815,80.56,65.0,40.0,10.36,GA,1660645606.0
port macquarie,-31.4333,152.9167,49.89,69.0,66.0,6.51,AU,1660645606.0
iquitos,-3.7481,-73.2472,71.64,100.0,75.0,3.44,PE,1660645606.0
toora-khem,52.4675,96.11,61.56,36.0,78.0,11.01,RU,1660645607.0
krasnoselkup,65.7,82.4667,52.02,81.0,100.0,13.33,RU,1660645607.0
tazovskiy,67.4667,78.7,46.47,82.0,100.0,18.95,RU,1660645607.0
smolenka,52.1352,113.4974,69.87,52.0,100.0,6.71,RU,1660645607.0
manadhoo,5.7667,73.3833,81.16,75.0,61.0,4.68,MV,1660645607.0
gore,-46.1028,168.9436,43.95,96.0,58.0,2.8,NZ,1660645607.0
mehamn,71.0357,27.8492,71.55,60.0,0.0,21.85,NO,1660645607.0
palimbang,6.2106,124.1894,79.11,85.0,90.0,4.54,PH,1660645607.0
pasighat,28.0667,95.3333,86.27,79.0,59.0,4.03,IN,1660645608.0
tamandare,-8.7597,-35.1047,76.96,70.0,44.0,12.97,BR,1660645608.0
viligili,,,,,,,,
bushehr,28.9684,50.8385,98.69,53.0,40.0,11.5,IR,1660645357.0
velizh,55.6056,31.1967,84.29,39.0,39.0,9.66,RU,1660645608.0
novopokrovka,49.8425,36.5477,87.71,24.0,100.0,17.52,UA,1660645608.0
caravelas,-17.7125,-39.2481,70.99,76.0,100.0,6.17,BR,1660645608.0
san mateo del mar,16.2,-95.0,80.33,80.0,100.0,7.16,MX,1660645608.0
otane,-39.8833,176.6333,55.0,87.0,100.0,5.39,NZ,1660645608.0
bilma,18.6853,12.9164,93.36,33.0,31.0,5.46,NE,1660645608.0
mariental,-24.6333,17.9667,79.79,10.0,9.0,13.24,NA,1660645609.0
inhambane,-23.865,35.3833,74.37,43.0,0.0,7.47,MZ,1660645609.0
inta,66.0317,60.1659,50.77,77.0,100.0,16.26,RU,1660645609.0
marsa matruh,31.3525,27.2453,82.94,57.0,0.0,11.79,EG,1660645450.0
rio grande,-32.035,-52.0986,46.51,91.0,10.0,7.7,BR,1660645609.0
juazeiro,-9.4117,-40.4986,71.78,73.0,40.0,6.91,BR,1660645609.0
belle glade,26.6845,-80.6676,78.06,89.0,0.0,5.68,US,1660645609.0
ochamchira,42.7121,41.4721,86.79,63.0,3.0,11.21,GE,1660645609.0
taltal,-25.4,-70.4833,57.83,56.0,0.0,5.64,CL,1660645609.0
thohoyandou,-22.9456,30.485,69.15,36.0,0.0,5.08,ZA,1660645562.0
seoul,37.5683,126.9778,81.79,78.0,0.0,6.91,KR,1660645332.0
ixtapa,20.7,-105.2,77.23,94.0,100.0,4.61,MX,1660645610.0
biak,-0.9131,122.8766,74.35,81.0,100.0,6.11,ID,1660645610.0
tigil,57.8,158.6667,52.54,95.0,100.0,16.89,RU,1660645610.0
ocotal,13.6321,-86.4752,65.34,97.0,100.0,2.64,NI,1660645610.0
oranjestad,12.524,-70.027,82.35,78.0,20.0,14.97,AW,1660645453.0
neyshabur,36.2133,58.7958,88.88,12.0,0.0,4.43,IR,1660645492.0
sabile,57.0458,22.5726,85.96,40.0,93.0,10.65,LV,1660645610.0
naze,28.3667,129.4833,83.32,80.0,30.0,10.98,JP,1660645610.0
fortuna,40.5982,-124.1573,58.91,67.0,100.0,3.44,US,1660645610.0
moose factory,51.2585,-80.6094,48.2,93.0,0.0,3.44,CA,1660645610.0
kifri,34.6959,44.9661,109.78,7.0,0.0,21.23,IQ,1660645610.0
birjand,32.8663,59.2211,93.67,6.0,0.0,11.5,IR,1660645611.0
llanes,43.4198,-4.7549,69.35,70.0,20.0,2.84,ES,1660645611.0
apatou,5.155,-54.3472,70.74,99.0,24.0,1.34,GF,1660645611.0
beyneu,45.3167,55.2,101.01,14.0,0.0,11.83,KZ,1660645611.0
urengoy,65.9667,78.3667,52.2,70.0,100.0,14.99,RU,1660645611.0
miri,4.4148,114.0089,86.14,70.0,20.0,4.61,MY,1660645366.0
mountain home,43.133,-115.6912,62.08,39.0,0.0,3.44,US,1660645611.0
talcahuano,-36.7167,-73.1167,53.28,100.0,100.0,11.5,CL,1660645611.0
komsomolskiy,40.4272,71.7189,97.52,12.0,4.0,9.22,UZ,1660645611.0
tucurui,-3.7661,-49.6725,69.51,68.0,2.0,2.08,BR,1660645517.0
de aar,-30.6497,24.0123,59.97,17.0,13.0,17.92,ZA,1660645612.0
areosa,41.7178,-8.8571,65.91,76.0,14.0,9.8,PT,1660645612.0
atar,20.5169,-13.0499,95.67,19.0,1.0,14.7,MR,1660645612.0
viedma,-40.8135,-62.9967,44.46,60.0,0.0,11.45,AR,1660645612.0
hella,67.2,14.4333,69.94,73.0,75.0,9.22,NO,1660645612.0
sinnamary,5.3833,-52.95,75.67,86.0,5.0,0.78,GF,1660645612.0
gohana,29.1333,76.7,93.0,51.0,71.0,19.46,IN,1660645612.0
dakar,14.6937,-17.4441,85.08,84.0,40.0,11.5,SN,1660645612.0
shimoda,34.6667,138.95,82.11,91.0,100.0,20.36,JP,1660645612.0
marsh harbour,26.5412,-77.0636,82.44,72.0,1.0,7.58,BS,1660645613.0
zhuozhou,,,,,,,,
halalo,,,,,,,,
cherbourg,49.6386,-1.6147,69.51,77.0,75.0,9.22,FR,1660645613.0
zinder,13.8072,8.9881,80.56,74.0,75.0,9.22,NE,1660645613.0
hay river,60.8156,-115.7999,64.38,63.0,40.0,6.91,CA,1660645613.0
soyo,-6.1349,12.3689,74.93,70.0,71.0,6.29,AO,1660645613.0
merauke,-8.4667,140.3333,77.7,77.0,99.0,15.39,ID,1660645613.0
evensk,61.95,159.2333,52.3,91.0,100.0,28.61,RU,1660645613.0
cobija,-11.0267,-68.7692,71.02,82.0,17.0,3.33,BO,1660645614.0
izhma,65.0083,53.9113,62.69,36.0,21.0,8.72,RU,1660645614.0
estevan,49.1334,-102.9842,55.6,100.0,75.0,4.61,CA,1660645614.0
nuuk,64.1835,-51.7216,38.01,100.0,100.0,8.05,GL,1660645346.0
kalmunai,7.4167,81.8167,86.97,63.0,74.0,19.39,LK,1660645614.0
karasjok,69.4719,25.5112,71.73,62.0,100.0,22.41,NO,1660645614.0
sobolevo,54.4299,31.8996,79.7,53.0,91.0,14.65,RU,1660645614.0
gmund,48.7683,14.9808,78.91,50.0,97.0,5.01,AT,1660645614.0
pavino,59.1139,46.1414,79.27,45.0,69.0,1.7,RU,1660645615.0
salcininkai,54.3,25.3833,82.49,73.0,100.0,8.01,LT,1660645615.0
vao,-22.6667,167.4833,72.23,95.0,100.0,26.8,NC,1660645615.0
tidore,,,,,,,,
burgeo,47.6167,-57.6152,62.01,84.0,100.0,5.59,CA,1660645615.0
praia da vitoria,38.7333,-27.0667,75.76,68.0,20.0,14.36,PT,1660645615.0
mercedes,-34.6515,-59.4307,42.64,35.0,60.0,10.42,AR,1660645615.0
sankt valentin,48.1667,14.5167,84.42,43.0,21.0,3.31,AT,1660645615.0
kazuno,40.1836,140.7872,72.64,98.0,97.0,10.33,JP,1660645615.0
broome,42.2506,-75.833,62.67,96.0,100.0,2.42,US,1660645615.0
kapuskasing,49.4169,-82.4331,44.69,100.0,0.0,4.61,CA,1660645616.0
amahai,-3.3333,128.9167,76.84,87.0,100.0,4.68,ID,1660645616.0
boralday,43.3578,76.8594,85.86,16.0,75.0,13.42,KZ,1660645616.0
muros,42.7762,-9.0603,64.17,94.0,52.0,13.65,ES,1660645616.0
binga,-17.6203,27.3414,77.56,33.0,0.0,10.04,ZW,1660645616.0
touros,-5.1989,-35.4608,74.03,72.0,9.0,12.84,BR,1660645616.0
posse,-14.0931,-46.3694,63.72,50.0,16.0,5.97,BR,1660645616.0
tezu,27.9167,96.1667,86.86,74.0,67.0,3.02,IN,1660645616.0
marzuq,14.4,46.4667,93.65,26.0,11.0,3.2,YE,1660645616.0
sergeyevka,53.88,67.4158,68.74,35.0,0.0,11.14,KZ,1660645617.0
ekhabi,53.5102,142.9671,54.37,91.0,7.0,3.67,RU,1660645617.0
nyazepetrovsk,56.0531,59.6028,70.52,40.0,23.0,7.27,RU,1660645617.0
hasaki,35.7333,140.8333,84.6,80.0,56.0,17.6,JP,1660645344.0
vanimo,-2.6741,141.3028,79.9,82.0,70.0,3.36,PG,1660645617.0
juneau,58.3019,-134.4197,55.22,97.0,100.0,0.0,US,1660645617.0
vikindu,-7.0067,39.2985,85.86,41.0,73.0,14.07,TZ,1660645617.0
chore,,,,,,,,
islamkot,24.6997,70.177,92.82,56.0,60.0,12.08,PK,1660645617.0
troitsko-pechorsk,62.7084,56.1964,65.16,34.0,11.0,10.2,RU,1660645618.0
quimper,48.0,-4.1,68.56,94.0,75.0,6.91,FR,1660645394.0
shakawe,-18.3667,21.85,83.03,7.0,0.0,6.38,BW,1660645618.0
benghazi,32.1167,20.0667,84.58,52.0,0.0,8.41,LY,1660645618.0
najran,17.4924,44.1277,99.25,14.0,33.0,8.57,SA,1660645618.0
starkville,33.4504,-88.8184,71.78,84.0,28.0,3.02,US,1660645618.0
meyungs,,,,,,,,
solnechnoye,43.276,46.507,105.1,18.0,0.0,6.35,RU,1660645618.0
novaya igirma,57.1334,103.9112,48.78,95.0,100.0,8.28,RU,1660645618.0
listvyanka,51.8535,104.8693,61.2,66.0,74.0,2.95,RU,1660645618.0
urozhayne,,,,,,,,
isla mujeres,21.2311,-86.731,77.16,79.0,16.0,6.2,MX,1660645619.0
carangola,-20.7331,-42.0294,59.59,84.0,0.0,5.7,BR,1660645619.0
verkhoyansk,67.5447,133.385,70.99,52.0,40.0,4.85,RU,1660645619.0
ijaki,,,,,,,,
comodoro rivadavia,-45.8667,-67.5,39.06,48.0,0.0,25.32,AR,1660645329.0
fayaoue,-20.65,166.5333,75.63,88.0,99.0,11.34,NC,1660645619.0
asau,46.4333,26.4,68.92,65.0,46.0,3.76,RO,1660645619.0
surt,31.2089,16.5887,90.54,44.0,0.0,7.58,LY,1660645619.0
te anau,-45.4167,167.7167,45.55,91.0,55.0,0.76,NZ,1660645619.0
george town,5.4112,100.3354,86.9,69.0,20.0,6.91,MY,1660645620.0
orlik,52.5178,99.825,57.74,37.0,5.0,11.9,RU,1660645620.0
formosa,-26.1775,-58.1781,55.38,94.0,0.0,3.44,AR,1660645620.0
port blair,11.6667,92.75,83.84,73.0,92.0,12.66,IN,1660645620.0
mogadishu,2.0371,45.3438,82.27,69.0,75.0,16.11,SO,1660645424.0
bataysk,47.1398,39.7518,94.05,25.0,75.0,9.73,RU,1660645620.0
sokoni,-6.4333,39.55,77.14,72.0,64.0,13.71,TZ,1660645620.0
cap malheureux,-19.9842,57.6142,76.46,62.0,54.0,8.01,MU,1660645620.0
bassar,9.25,0.7833,71.74,93.0,100.0,9.06,TG,1660645620.0
tatawin,32.9297,10.4518,103.68,16.0,1.0,2.04,TN,1660645621.0
pangkalanbuun,-2.6833,111.6167,82.51,70.0,89.0,6.29,ID,1660645621.0
cascais,38.6979,-9.4215,78.51,59.0,40.0,18.01,PT,1660645448.0
reporoa,-38.4333,176.35,55.44,95.0,100.0,5.44,NZ,1660645621.0
bako,5.7833,36.5667,77.23,55.0,82.0,1.57,ET,1660645621.0
arkhangelos,,,,,,,,
gangotri,,,,,,,,
cooma,-36.2333,149.1333,42.37,76.0,53.0,3.8,AU,1660645621.0
xiangfan,32.0422,112.1448,95.58,52.0,46.0,9.24,CN,1660645621.0
saint-pierre,-21.3393,55.4781,76.91,60.0,75.0,5.75,RE,1660645622.0
grindavik,63.8424,-22.4338,50.47,66.0,20.0,1.14,IS,1660645622.0
zaraza,9.3503,-65.3245,70.07,96.0,1.0,1.03,VE,1660645622.0
longyearbyen,78.2186,15.6401,46.24,66.0,75.0,18.41,SJ,1660645622.0
guiratinga,-16.3494,-53.7583,66.85,47.0,66.0,4.99,BR,1660645622.0
tyrma,50.0833,132.1667,67.98,70.0,9.0,3.0,RU,1660645622.0
salinopolis,-0.6136,-47.3561,77.02,85.0,11.0,3.44,BR,1660645622.0
newport,51.5877,-2.9984,69.69,77.0,100.0,6.38,GB,1660645410.0
abeche,13.8292,20.8324,77.02,74.0,40.0,6.91,TD,1660645622.0
senmonorom,,,,,,,,
tecolutla,20.4833,-97.0167,79.18,88.0,100.0,8.01,MX,1660645623.0
college,64.8569,-147.8028,53.29,93.0,75.0,5.75,US,1660645623.0
wanaka,-44.7,169.15,44.15,98.0,94.0,1.5,NZ,1660645623.0
powell,40.1578,-83.0752,62.01,94.0,0.0,3.44,US,1660645623.0
caucaia,-3.7361,-38.6531,74.03,68.0,0.0,11.5,BR,1660645373.0
perth,-31.9333,115.8333,63.09,61.0,40.0,24.16,AU,1660645623.0
sivaki,52.6333,126.75,73.71,56.0,74.0,5.61,RU,1660645623.0
forrest city,35.0081,-90.7898,66.85,91.0,29.0,6.04,US,1660645623.0
turukhansk,65.8167,87.9833,62.85,52.0,97.0,5.12,RU,1660645624.0
freetown,8.484,-13.2299,75.27,94.0,100.0,14.94,SL,1660645624.0
boguchany,58.3814,97.4531,57.96,72.0,100.0,5.59,RU,1660645624.0
pafos,34.7667,32.4167,84.24,61.0,20.0,14.97,CY,1660645437.0
kisangani,0.5167,25.2,72.75,90.0,100.0,3.51,CD,1660645624.0
alba,52.0324,23.1165,77.45,55.0,100.0,5.82,PL,1660645624.0
anuppur,23.1,81.6833,84.69,66.0,75.0,11.01,IN,1660645624.0
sovetskiy,61.3614,63.5842,62.6,37.0,79.0,11.5,RU,1660645624.0
dingle,10.9995,122.6711,79.34,87.0,96.0,7.54,PH,1660645624.0
wanning,18.8003,110.3967,79.23,92.0,100.0,9.53,CN,1660645624.0
chitral,35.8462,71.7858,84.27,55.0,81.0,11.01,PK,1660645625.0
zwedru,6.0667,-8.1281,71.28,94.0,100.0,4.56,LR,1660645625.0
mangrol,21.1167,70.1167,81.48,86.0,90.0,20.49,IN,1660645625.0
asyut,27.181,31.1837,97.3,17.0,3.0,19.04,EG,1660645625.0
odweyne,9.4092,45.064,89.6,31.0,37.0,19.91,SO,1660645625.0
jutai,-5.1833,-68.9,70.59,99.0,47.0,2.8,BR,1660645625.0
jieshi,22.8134,115.8257,84.56,77.0,6.0,13.22,CN,1660645625.0
minsk,53.9,27.5667,80.35,63.0,100.0,11.45,BY,1660645557.0
hami,42.8,93.45,96.67,12.0,100.0,20.45,CN,1660645625.0
ajdabiya,30.7554,20.2263,91.44,26.0,0.0,8.39,LY,1660645625.0
kaeo,-35.1,173.7833,62.33,95.0,100.0,19.24,NZ,1660645626.0
talaya,61.3833,152.75,47.97,94.0,100.0,4.94,RU,1660645626.0
grimari,,,,,,,,
laguna,38.421,-121.4238,76.17,62.0,0.0,3.44,US,1660645626.0
garowe,8.4054,48.4845,92.71,31.0,17.0,24.45,SO,1660645626.0
